source_device,tweet_language,avg_favorites,avg_hashtag_count
"<a href=\"https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels\" rel=\"nofollow\">CovidBesmettingen</a>",nl,0.0,2.0
"<a href=\"http://www.everyonesocial.com\" rel=\"nofollow\">EveryoneSocial</a>",en,0.0,1.5
"<a href=\"https://imminent.translated.com/\" rel=\"nofollow\">Imminent Weltweite Nachrichten</a>",de,0.0,2.0
"<a href=\"https://hindi.dynamitenews.com\" rel=\"nofollow\">Dynamite News Hindi</a>",hi,0.0,8.0
"<a href=\"https://stackdone.com\" rel=\"nofollow\">collect-informatioon</a>",ja,0.0,2.0
"<a href=\"https://dashboard.heropost.io/\" rel=\"nofollow\">Heropost</a>",en,0.0,10.0
"<a href=\"https://cheapbotsdonequick.com\" rel=\"nofollow\">Cheap Bots, Done Quick!</a>",es,0.0,1.0
"<a href=\"https://blogsterapp.com\" rel=\"nofollow\">BlogsterApp</a>",es,0.0,2.0
"<a href=\"https://smapsolutions.com/\" rel=\"nofollow\">SMAP Lite</a>",ta,0.0,17.0
"<a href=\"http://sinproject.net/tweecha/\" rel=\"nofollow\">tweechaPrime</a>",ja,0.0,0.3333333333333333
"<a href=\"https://www.spamchronicles.com/\" rel=\"nofollow\">Nowmy Tweets</a>",en,0.0,1.0
"<a href=\"https://google.it\" rel=\"nofollow\">Twittex1</a>",it,0.0,2.0
"<a href=\"https://twitter.com/home\" rel=\"nofollow\">MegaNewsUpdates</a>",en,0.0,1.0
"<a href=\"http://thecareruk.com\" rel=\"nofollow\">The Carer</a>",en,0.0,4.0
"<a href=\"http://oysttyer.github.io/oysttyer/\" rel=\"nofollow\">oysttyer</a>",und,0.0,17.0
"<a href=\"https://github.com/DTVD/rainbowstream\" rel=\"nofollow\">Rainbow Stream</a>",und,0.0,18.0
"<a href=\"http://www.over-blog-kiwi.com\" rel=\"nofollow\">OverBlog Kiwi</a>",fr,0.0,4.0
"<a href=\"https://twitter.com\" rel=\"nofollow\">TweetDeck Web App</a>",fr,0.0,1.0
"<a href=\"https://twitter.com/outbreaksci\" rel=\"nofollow\">preprint-alert</a>",en,0.0,1.4
"<a href=\"http://jim.fr\" rel=\"nofollow\">jimwebfeed</a>",fr,0.0,2.0
"<a href=\"https://www.bookclubpro.com/\" rel=\"nofollow\">BookzoidBooks</a>",en,0.0,4.0
"<a href=\"https://mskit.net/\" rel=\"nofollow\">Social Auto Poster MSKit</a>",en,0.0,1.0
"<a href=\"http://twittbot.net/\" rel=\"nofollow\">twittbot.net</a>",en,0.0,3.0
"<a href=\"http://www.varesenews.it/\" rel=\"nofollow\">Varese News</a>",it,0.0,2.0
"<a href=\"https://botbird.net\" rel=\"nofollow\">Botbird tweets</a>",en,0.0,2.0
"<a href=\"https://sites.google.com/view/nepaldisasterwatch/home\" rel=\"nofollow\">Nepal Disaster Watch</a>",en,0.0,2.0
"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>",ru,0.0,1.0
"<a href=\"https://twitter.com/glad_help\" rel=\"nofollow\">@glad_help</a>",en,0.0,4.0
"<a href=\"http://postbeyond.com\" rel=\"nofollow\">PostBeyond</a>",en,0.0,2.0
"<a href=\"https://sepbit.com\" rel=\"nofollow\">Sepbit</a>",pt,0.0,4.5
"<a href=\"http://onollo.com/\" rel=\"nofollow\">Onollo Software</a>",fr,0.0,5.0
"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>",ca,0.0,2.5
"<a href=\"https://pipes.sur-le-web.fr/\" rel=\"nofollow\">n8nBot</a>",fr,0.0,7.0
